"","Index","identity","emotion_idx","emotion_cat","type"
"749",749,253,"7","Fearful","simple"
"750",750,254,"7","Fearful","simple"
"751",751,256,"7","Fearful","simple"
"752",752,258,"7","Fearful","simple"
"753",753,259,"7","Fearful","simple"
"754",754,261,"7","Fearful","simple"
"755",755,263,"7","Fearful","simple"
"756",756,264,"7","Fearful","simple"
"757",757,265,"7","Fearful","simple"
"758",758,267,"7","Fearful","simple"
"759",759,268,"7","Fearful","simple"
"760",760,269,"7","Fearful","simple"
"761",761,272,"7","Fearful","simple"
"762",762,273,"7","Fearful","simple"
"763",763,277,"7","Fearful","simple"
"764",764,278,"7","Fearful","simple"
"765",765,279,"7","Fearful","simple"
"766",766,283,"7","Fearful","simple"
"767",767,287,"7","Fearful","simple"
"768",768,290,"7","Fearful","simple"
"769",769,292,"7","Fearful","simple"
"770",770,293,"7","Fearful","simple"
"771",771,294,"7","Fearful","simple"
"772",772,295,"7","Fearful","simple"
"773",773,301,"7","Fearful","simple"
"774",774,304,"7","Fearful","simple"
"775",775,306,"7","Fearful","simple"
"776",776,307,"7","Fearful","simple"
"777",777,309,"7","Fearful","simple"
"778",778,310,"7","Fearful","simple"
"779",779,312,"7","Fearful","simple"
"780",780,318,"7","Fearful","simple"
"781",781,326,"7","Fearful","simple"
"782",782,328,"7","Fearful","simple"
"783",783,334,"7","Fearful","simple"
"784",784,335,"7","Fearful","simple"
"785",785,337,"7","Fearful","simple"
"786",786,338,"7","Fearful","simple"
"787",787,339,"7","Fearful","simple"
"788",788,343,"7","Fearful","simple"
"789",789,344,"7","Fearful","simple"
"790",790,357,"7","Fearful","simple"
"791",791,359,"7","Fearful","simple"
"792",792,360,"7","Fearful","simple"
"793",793,361,"7","Fearful","simple"
"794",794,362,"7","Fearful","simple"
"795",795,365,"7","Fearful","simple"
"796",796,366,"7","Fearful","simple"
"797",797,367,"7","Fearful","simple"
"798",798,369,"7","Fearful","simple"
"799",799,370,"7","Fearful","simple"
"800",800,374,"7","Fearful","simple"
"801",801,375,"7","Fearful","simple"
"802",802,377,"7","Fearful","simple"
"803",803,379,"7","Fearful","simple"
"804",804,384,"7","Fearful","simple"
"805",805,389,"7","Fearful","simple"
"806",806,390,"7","Fearful","simple"
"807",807,110,"8","Happily surprised","compound"
"808",808,111,"8","Happily surprised","compound"
"809",809,114,"8","Happily surprised","compound"
"810",810,116,"8","Happily surprised","compound"
"811",811,118,"8","Happily surprised","compound"
"812",812,119,"8","Happily surprised","compound"
"813",813,123,"8","Happily surprised","compound"
"814",814,124,"8","Happily surprised","compound"
"815",815,125,"8","Happily surprised","compound"
"816",816,127,"8","Happily surprised","compound"
"817",817,128,"8","Happily surprised","compound"
"818",818,130,"8","Happily surprised","compound"
"819",819,131,"8","Happily surprised","compound"
"820",820,135,"8","Happily surprised","compound"
"821",821,140,"8","Happily surprised","compound"
"822",822,141,"8","Happily surprised","compound"
"823",823,142,"8","Happily surprised","compound"
"824",824,144,"8","Happily surprised","compound"
"825",825,148,"8","Happily surprised","compound"
"826",826,172,"8","Happily surprised","compound"
"827",827,173,"8","Happily surprised","compound"
"828",828,175,"8","Happily surprised","compound"
"829",829,176,"8","Happily surprised","compound"
"830",830,177,"8","Happily surprised","compound"
"831",831,178,"8","Happily surprised","compound"
"832",832,181,"8","Happily surprised","compound"
"833",833,182,"8","Happily surprised","compound"
"834",834,183,"8","Happily surprised","compound"
"835",835,184,"8","Happily surprised","compound"
"836",836,187,"8","Happily surprised","compound"
"837",837,188,"8","Happily surprised","compound"
"838",838,190,"8","Happily surprised","compound"
"839",839,192,"8","Happily surprised","compound"
"840",840,193,"8","Happily surprised","compound"
"841",841,196,"8","Happily surprised","compound"
"842",842,197,"8","Happily surprised","compound"
"843",843,198,"8","Happily surprised","compound"
"844",844,199,"8","Happily surprised","compound"
"845",845,201,"8","Happily surprised","compound"
"846",846,206,"8","Happily surprised","compound"
"847",847,207,"8","Happily surprised","compound"
"848",848,208,"8","Happily surprised","compound"
"849",849,210,"8","Happily surprised","compound"
"850",850,212,"8","Happily surprised","compound"
"851",851,213,"8","Happily surprised","compound"
"852",852,214,"8","Happily surprised","compound"
"853",853,215,"8","Happily surprised","compound"
"854",854,219,"8","Happily surprised","compound"
"855",855,220,"8","Happily surprised","compound"
"856",856,222,"8","Happily surprised","compound"
"857",857,223,"8","Happily surprised","compound"
"858",858,224,"8","Happily surprised","compound"
"859",859,226,"8","Happily surprised","compound"
"860",860,227,"8","Happily surprised","compound"
"861",861,230,"8","Happily surprised","compound"
"862",862,231,"8","Happily surprised","compound"
"863",863,232,"8","Happily surprised","compound"
"864",864,237,"8","Happily surprised","compound"
"865",865,240,"8","Happily surprised","compound"
"866",866,242,"8","Happily surprised","compound"
"867",867,250,"8","Happily surprised","compound"
"868",868,252,"8","Happily surprised","compound"
"869",869,254,"8","Happily surprised","compound"
"870",870,256,"8","Happily surprised","compound"
"871",871,260,"8","Happily surprised","compound"
"872",872,261,"8","Happily surprised","compound"
"873",873,264,"8","Happily surprised","compound"
"874",874,266,"8","Happily surprised","compound"
"875",875,267,"8","Happily surprised","compound"
"876",876,274,"8","Happily surprised","compound"
"877",877,277,"8","Happily surprised","compound"
"878",878,278,"8","Happily surprised","compound"
"879",879,283,"8","Happily surprised","compound"
"880",880,284,"8","Happily surprised","compound"
"881",881,285,"8","Happily surprised","compound"
"882",882,290,"8","Happily surprised","compound"
"883",883,292,"8","Happily surprised","compound"
"884",884,293,"8","Happily surprised","compound"
"885",885,300,"8","Happily surprised","compound"
"886",886,301,"8","Happily surprised","compound"
"887",887,303,"8","Happily surprised","compound"
"888",888,305,"8","Happily surprised","compound"
"889",889,306,"8","Happily surprised","compound"
"890",890,307,"8","Happily surprised","compound"
"891",891,310,"8","Happily surprised","compound"
"892",892,313,"8","Happily surprised","compound"
"893",893,314,"8","Happily surprised","compound"
"894",894,315,"8","Happily surprised","compound"
"895",895,322,"8","Happily surprised","compound"
"896",896,326,"8","Happily surprised","compound"
"897",897,327,"8","Happily surprised","compound"
"898",898,328,"8","Happily surprised","compound"
"899",899,332,"8","Happily surprised","compound"
"900",900,336,"8","Happily surprised","compound"
"901",901,337,"8","Happily surprised","compound"
"902",902,339,"8","Happily surprised","compound"
"903",903,345,"8","Happily surprised","compound"
"904",904,350,"8","Happily surprised","compound"
"905",905,352,"8","Happily surprised","compound"
"906",906,353,"8","Happily surprised","compound"
"907",907,356,"8","Happily surprised","compound"
"908",908,357,"8","Happily surprised","compound"
"909",909,359,"8","Happily surprised","compound"
"910",910,360,"8","Happily surprised","compound"
"911",911,361,"8","Happily surprised","compound"
"912",912,362,"8","Happily surprised","compound"
"913",913,364,"8","Happily surprised","compound"
"914",914,368,"8","Happily surprised","compound"
"915",915,369,"8","Happily surprised","compound"
"916",916,370,"8","Happily surprised","compound"
"917",917,373,"8","Happily surprised","compound"
"918",918,378,"8","Happily surprised","compound"
"919",919,379,"8","Happily surprised","compound"
"920",920,380,"8","Happily surprised","compound"
"921",921,381,"8","Happily surprised","compound"
"922",922,382,"8","Happily surprised","compound"
"923",923,383,"8","Happily surprised","compound"
"924",924,386,"8","Happily surprised","compound"
"925",925,387,"8","Happily surprised","compound"
"926",926,393,"8","Happily surprised","compound"
"927",927,111,"9","Happily disgusted","compound"
"928",928,113,"9","Happily disgusted","compound"
"929",929,115,"9","Happily disgusted","compound"
"930",930,117,"9","Happily disgusted","compound"
"931",931,121,"9","Happily disgusted","compound"
"932",932,123,"9","Happily disgusted","compound"
"933",933,127,"9","Happily disgusted","compound"
"934",934,128,"9","Happily disgusted","compound"
"935",935,129,"9","Happily disgusted","compound"
"936",936,132,"9","Happily disgusted","compound"
"937",937,144,"9","Happily disgusted","compound"
"938",938,148,"9","Happily disgusted","compound"
"939",939,172,"9","Happily disgusted","compound"
"940",940,175,"9","Happily disgusted","compound"
"941",941,177,"9","Happily disgusted","compound"
"942",942,178,"9","Happily disgusted","compound"
"943",943,180,"9","Happily disgusted","compound"
"944",944,181,"9","Happily disgusted","compound"
"945",945,183,"9","Happily disgusted","compound"
"946",946,184,"9","Happily disgusted","compound"
"947",947,188,"9","Happily disgusted","compound"
"948",948,190,"9","Happily disgusted","compound"
"949",949,192,"9","Happily disgusted","compound"
"950",950,193,"9","Happily disgusted","compound"
"951",951,195,"9","Happily disgusted","compound"
"952",952,198,"9","Happily disgusted","compound"
"953",953,199,"9","Happily disgusted","compound"
"954",954,201,"9","Happily disgusted","compound"
"955",955,202,"9","Happily disgusted","compound"
"956",956,204,"9","Happily disgusted","compound"
"957",957,205,"9","Happily disgusted","compound"
"958",958,206,"9","Happily disgusted","compound"
"959",959,208,"9","Happily disgusted","compound"
"960",960,214,"9","Happily disgusted","compound"
"961",961,217,"9","Happily disgusted","compound"
"962",962,218,"9","Happily disgusted","compound"
"963",963,222,"9","Happily disgusted","compound"
"964",964,224,"9","Happily disgusted","compound"
"965",965,225,"9","Happily disgusted","compound"
"966",966,226,"9","Happily disgusted","compound"
"967",967,227,"9","Happily disgusted","compound"
"968",968,228,"9","Happily disgusted","compound"
"969",969,229,"9","Happily disgusted","compound"
"970",970,230,"9","Happily disgusted","compound"
"971",971,234,"9","Happily disgusted","compound"
"972",972,236,"9","Happily disgusted","compound"
"973",973,239,"9","Happily disgusted","compound"
"974",974,240,"9","Happily disgusted","compound"
"975",975,251,"9","Happily disgusted","compound"
"976",976,252,"9","Happily disgusted","compound"
"977",977,253,"9","Happily disgusted","compound"
"978",978,255,"9","Happily disgusted","compound"
"979",979,257,"9","Happily disgusted","compound"
"980",980,260,"9","Happily disgusted","compound"
"981",981,262,"9","Happily disgusted","compound"
"982",982,264,"9","Happily disgusted","compound"
"983",983,268,"9","Happily disgusted","compound"
"984",984,270,"9","Happily disgusted","compound"
"985",985,271,"9","Happily disgusted","compound"
"986",986,272,"9","Happily disgusted","compound"
"987",987,273,"9","Happily disgusted","compound"
"988",988,274,"9","Happily disgusted","compound"
"989",989,277,"9","Happily disgusted","compound"
"990",990,278,"9","Happily disgusted","compound"
"991",991,280,"9","Happily disgusted","compound"
"992",992,281,"9","Happily disgusted","compound"
"993",993,289,"9","Happily disgusted","compound"
"994",994,290,"9","Happily disgusted","compound"
"995",995,292,"9","Happily disgusted","compound"
"996",996,302,"9","Happily disgusted","compound"
"997",997,309,"9","Happily disgusted","compound"
"998",998,310,"9","Happily disgusted","compound"
"999",999,311,"9","Happily disgusted","compound"
"1000",1000,312,"9","Happily disgusted","compound"
"1001",1001,313,"9","Happily disgusted","compound"
"1002",1002,314,"9","Happily disgusted","compound"
"1003",1003,315,"9","Happily disgusted","compound"
"1004",1004,322,"9","Happily disgusted","compound"
"1005",1005,323,"9","Happily disgusted","compound"
"1006",1006,325,"9","Happily disgusted","compound"
"1007",1007,328,"9","Happily disgusted","compound"
"1008",1008,331,"9","Happily disgusted","compound"
"1009",1009,333,"9","Happily disgusted","compound"
"1010",1010,335,"9","Happily disgusted","compound"
"1011",1011,336,"9","Happily disgusted","compound"
"1012",1012,339,"9","Happily disgusted","compound"
"1013",1013,343,"9","Happily disgusted","compound"
"1014",1014,346,"9","Happily disgusted","compound"
"1015",1015,347,"9","Happily disgusted","compound"
"1016",1016,352,"9","Happily disgusted","compound"
"1017",1017,353,"9","Happily disgusted","compound"
"1018",1018,356,"9","Happily disgusted","compound"
"1019",1019,357,"9","Happily disgusted","compound"
"1020",1020,359,"9","Happily disgusted","compound"
"1021",1021,363,"9","Happily disgusted","compound"
"1022",1022,364,"9","Happily disgusted","compound"
"1023",1023,367,"9","Happily disgusted","compound"
"1024",1024,368,"9","Happily disgusted","compound"
"1025",1025,370,"9","Happily disgusted","compound"
"1026",1026,375,"9","Happily disgusted","compound"
"1027",1027,376,"9","Happily disgusted","compound"
"1028",1028,378,"9","Happily disgusted","compound"
"1029",1029,381,"9","Happily disgusted","compound"
"1030",1030,382,"9","Happily disgusted","compound"
"1031",1031,384,"9","Happily disgusted","compound"
"1032",1032,386,"9","Happily disgusted","compound"
"1033",1033,387,"9","Happily disgusted","compound"
"1034",1034,391,"9","Happily disgusted","compound"
"1035",1035,393,"9","Happily disgusted","compound"
"1036",1036,110,"10","Sadly angry","compound"
"1037",1037,111,"10","Sadly angry","compound"
"1038",1038,117,"10","Sadly angry","compound"
"1039",1039,119,"10","Sadly angry","compound"
"1040",1040,121,"10","Sadly angry","compound"
"1041",1041,127,"10","Sadly angry","compound"
"1042",1042,128,"10","Sadly angry","compound"
"1043",1043,130,"10","Sadly angry","compound"
"1044",1044,131,"10","Sadly angry","compound"
"1045",1045,132,"10","Sadly angry","compound"
"1046",1046,134,"10","Sadly angry","compound"
"1047",1047,135,"10","Sadly angry","compound"
"1048",1048,142,"10","Sadly angry","compound"
"1049",1049,148,"10","Sadly angry","compound"
"1050",1050,172,"10","Sadly angry","compound"
"1051",1051,173,"10","Sadly angry","compound"
"1052",1052,176,"10","Sadly angry","compound"
"1053",1053,177,"10","Sadly angry","compound"
"1054",1054,184,"10","Sadly angry","compound"
"1055",1055,187,"10","Sadly angry","compound"
"1056",1056,188,"10","Sadly angry","compound"
"1057",1057,192,"10","Sadly angry","compound"
"1058",1058,194,"10","Sadly angry","compound"
"1059",1059,195,"10","Sadly angry","compound"
"1060",1060,196,"10","Sadly angry","compound"
"1061",1061,198,"10","Sadly angry","compound"
"1062",1062,199,"10","Sadly angry","compound"
"1063",1063,205,"10","Sadly angry","compound"
"1064",1064,207,"10","Sadly angry","compound"
"1065",1065,208,"10","Sadly angry","compound"
"1066",1066,209,"10","Sadly angry","compound"
"1067",1067,211,"10","Sadly angry","compound"
"1068",1068,212,"10","Sadly angry","compound"
"1069",1069,213,"10","Sadly angry","compound"
"1070",1070,214,"10","Sadly angry","compound"
"1071",1071,215,"10","Sadly angry","compound"
"1072",1072,216,"10","Sadly angry","compound"
"1073",1073,219,"10","Sadly angry","compound"
"1074",1074,221,"10","Sadly angry","compound"
"1075",1075,223,"10","Sadly angry","compound"
"1076",1076,224,"10","Sadly angry","compound"
"1077",1077,225,"10","Sadly angry","compound"
"1078",1078,226,"10","Sadly angry","compound"
"1079",1079,231,"10","Sadly angry","compound"
"1080",1080,232,"10","Sadly angry","compound"
"1081",1081,233,"10","Sadly angry","compound"
"1082",1082,234,"10","Sadly angry","compound"
"1083",1083,235,"10","Sadly angry","compound"
"1084",1084,237,"10","Sadly angry","compound"
"1085",1085,239,"10","Sadly angry","compound"
"1086",1086,241,"10","Sadly angry","compound"
"1087",1087,250,"10","Sadly angry","compound"
"1088",1088,254,"10","Sadly angry","compound"
"1089",1089,258,"10","Sadly angry","compound"
"1090",1090,260,"10","Sadly angry","compound"
"1091",1091,261,"10","Sadly angry","compound"
"1092",1092,262,"10","Sadly angry","compound"
"1093",1093,263,"10","Sadly angry","compound"
"1094",1094,264,"10","Sadly angry","compound"
"1095",1095,265,"10","Sadly angry","compound"
"1096",1096,266,"10","Sadly angry","compound"
"1097",1097,270,"10","Sadly angry","compound"
"1098",1098,272,"10","Sadly angry","compound"
"1099",1099,273,"10","Sadly angry","compound"
"1100",1100,278,"10","Sadly angry","compound"
"1101",1101,279,"10","Sadly angry","compound"
"1102",1102,284,"10","Sadly angry","compound"
"1103",1103,285,"10","Sadly angry","compound"
"1104",1104,286,"10","Sadly angry","compound"
"1105",1105,287,"10","Sadly angry","compound"
"1106",1106,288,"10","Sadly angry","compound"
"1107",1107,289,"10","Sadly angry","compound"
"1108",1108,292,"10","Sadly angry","compound"
"1109",1109,294,"10","Sadly angry","compound"
"1110",1110,296,"10","Sadly angry","compound"
"1111",1111,299,"10","Sadly angry","compound"
"1112",1112,303,"10","Sadly angry","compound"
"1113",1113,304,"10","Sadly angry","compound"
"1114",1114,305,"10","Sadly angry","compound"
"1115",1115,309,"10","Sadly angry","compound"
"1116",1116,310,"10","Sadly angry","compound"
"1117",1117,322,"10","Sadly angry","compound"
"1118",1118,325,"10","Sadly angry","compound"
"1119",1119,331,"10","Sadly angry","compound"
"1120",1120,333,"10","Sadly angry","compound"
"1121",1121,337,"10","Sadly angry","compound"
"1122",1122,338,"10","Sadly angry","compound"
"1123",1123,341,"10","Sadly angry","compound"
"1124",1124,343,"10","Sadly angry","compound"
"1125",1125,344,"10","Sadly angry","compound"
"1126",1126,345,"10","Sadly angry","compound"
"1127",1127,348,"10","Sadly angry","compound"
"1128",1128,350,"10","Sadly angry","compound"
"1129",1129,353,"10","Sadly angry","compound"
"1130",1130,357,"10","Sadly angry","compound"
"1131",1131,361,"10","Sadly angry","compound"
"1132",1132,365,"10","Sadly angry","compound"
"1133",1133,366,"10","Sadly angry","compound"
"1134",1134,370,"10","Sadly angry","compound"
"1135",1135,374,"10","Sadly angry","compound"
"1136",1136,375,"10","Sadly angry","compound"
"1137",1137,381,"10","Sadly angry","compound"
"1138",1138,383,"10","Sadly angry","compound"
"1139",1139,384,"10","Sadly angry","compound"
"1140",1140,387,"10","Sadly angry","compound"
"1141",1141,389,"10","Sadly angry","compound"
"1142",1142,390,"10","Sadly angry","compound"
"1143",1143,113,"11","Angrily disgusted","compound"
"1144",1144,116,"11","Angrily disgusted","compound"
"1145",1145,118,"11","Angrily disgusted","compound"
"1146",1146,119,"11","Angrily disgusted","compound"
"1147",1147,122,"11","Angrily disgusted","compound"
"1148",1148,123,"11","Angrily disgusted","compound"
"1149",1149,126,"11","Angrily disgusted","compound"
"1150",1150,129,"11","Angrily disgusted","compound"
"1151",1151,130,"11","Angrily disgusted","compound"
"1152",1152,132,"11","Angrily disgusted","compound"
"1153",1153,133,"11","Angrily disgusted","compound"
"1154",1154,134,"11","Angrily disgusted","compound"
"1155",1155,172,"11","Angrily disgusted","compound"
"1156",1156,177,"11","Angrily disgusted","compound"
"1157",1157,178,"11","Angrily disgusted","compound"
"1158",1158,180,"11","Angrily disgusted","compound"
"1159",1159,183,"11","Angrily disgusted","compound"
"1160",1160,184,"11","Angrily disgusted","compound"
"1161",1161,185,"11","Angrily disgusted","compound"
"1162",1162,191,"11","Angrily disgusted","compound"
"1163",1163,193,"11","Angrily disgusted","compound"
"1164",1164,195,"11","Angrily disgusted","compound"
"1165",1165,197,"11","Angrily disgusted","compound"
"1166",1166,198,"11","Angrily disgusted","compound"
"1167",1167,200,"11","Angrily disgusted","compound"
"1168",1168,201,"11","Angrily disgusted","compound"
"1169",1169,202,"11","Angrily disgusted","compound"
"1170",1170,203,"11","Angrily disgusted","compound"
"1171",1171,204,"11","Angrily disgusted","compound"
"1172",1172,208,"11","Angrily disgusted","compound"
"1173",1173,210,"11","Angrily disgusted","compound"
"1174",1174,212,"11","Angrily disgusted","compound"
"1175",1175,213,"11","Angrily disgusted","compound"
"1176",1176,214,"11","Angrily disgusted","compound"
"1177",1177,215,"11","Angrily disgusted","compound"
"1178",1178,216,"11","Angrily disgusted","compound"
"1179",1179,217,"11","Angrily disgusted","compound"
"1180",1180,218,"11","Angrily disgusted","compound"
"1181",1181,221,"11","Angrily disgusted","compound"
"1182",1182,223,"11","Angrily disgusted","compound"
"1183",1183,224,"11","Angrily disgusted","compound"
"1184",1184,225,"11","Angrily disgusted","compound"
"1185",1185,226,"11","Angrily disgusted","compound"
"1186",1186,229,"11","Angrily disgusted","compound"
"1187",1187,230,"11","Angrily disgusted","compound"
"1188",1188,232,"11","Angrily disgusted","compound"
"1189",1189,233,"11","Angrily disgusted","compound"
"1190",1190,234,"11","Angrily disgusted","compound"
"1191",1191,235,"11","Angrily disgusted","compound"
"1192",1192,236,"11","Angrily disgusted","compound"
"1193",1193,237,"11","Angrily disgusted","compound"
"1194",1194,238,"11","Angrily disgusted","compound"
"1195",1195,239,"11","Angrily disgusted","compound"
"1196",1196,241,"11","Angrily disgusted","compound"
"1197",1197,250,"11","Angrily disgusted","compound"
"1198",1198,252,"11","Angrily disgusted","compound"
"1199",1199,253,"11","Angrily disgusted","compound"
"1200",1200,255,"11","Angrily disgusted","compound"
"1201",1201,256,"11","Angrily disgusted","compound"
"1202",1202,258,"11","Angrily disgusted","compound"
"1203",1203,259,"11","Angrily disgusted","compound"
"1204",1204,262,"11","Angrily disgusted","compound"
"1205",1205,264,"11","Angrily disgusted","compound"
"1206",1206,265,"11","Angrily disgusted","compound"
"1207",1207,266,"11","Angrily disgusted","compound"
"1208",1208,268,"11","Angrily disgusted","compound"
"1209",1209,270,"11","Angrily disgusted","compound"
"1210",1210,271,"11","Angrily disgusted","compound"
"1211",1211,272,"11","Angrily disgusted","compound"
"1212",1212,273,"11","Angrily disgusted","compound"
"1213",1213,274,"11","Angrily disgusted","compound"
"1214",1214,277,"11","Angrily disgusted","compound"
"1215",1215,278,"11","Angrily disgusted","compound"
"1216",1216,280,"11","Angrily disgusted","compound"
"1217",1217,284,"11","Angrily disgusted","compound"
"1218",1218,285,"11","Angrily disgusted","compound"
"1219",1219,287,"11","Angrily disgusted","compound"
"1220",1220,289,"11","Angrily disgusted","compound"
"1221",1221,299,"11","Angrily disgusted","compound"
"1222",1222,300,"11","Angrily disgusted","compound"
"1223",1223,305,"11","Angrily disgusted","compound"
"1224",1224,306,"11","Angrily disgusted","compound"
"1225",1225,310,"11","Angrily disgusted","compound"
"1226",1226,311,"11","Angrily disgusted","compound"
"1227",1227,314,"11","Angrily disgusted","compound"
"1228",1228,320,"11","Angrily disgusted","compound"
"1229",1229,322,"11","Angrily disgusted","compound"
"1230",1230,323,"11","Angrily disgusted","compound"
"1231",1231,325,"11","Angrily disgusted","compound"
"1232",1232,326,"11","Angrily disgusted","compound"
"1233",1233,328,"11","Angrily disgusted","compound"
"1234",1234,331,"11","Angrily disgusted","compound"
"1235",1235,335,"11","Angrily disgusted","compound"
"1236",1236,336,"11","Angrily disgusted","compound"
"1237",1237,339,"11","Angrily disgusted","compound"
"1238",1238,344,"11","Angrily disgusted","compound"
"1239",1239,345,"11","Angrily disgusted","compound"
"1240",1240,346,"11","Angrily disgusted","compound"
"1241",1241,348,"11","Angrily disgusted","compound"
"1242",1242,349,"11","Angrily disgusted","compound"
"1243",1243,355,"11","Angrily disgusted","compound"
"1244",1244,357,"11","Angrily disgusted","compound"
"1245",1245,359,"11","Angrily disgusted","compound"
"1246",1246,360,"11","Angrily disgusted","compound"
"1247",1247,362,"11","Angrily disgusted","compound"
"1248",1248,365,"11","Angrily disgusted","compound"
"1249",1249,366,"11","Angrily disgusted","compound"
"1250",1250,367,"11","Angrily disgusted","compound"
"1251",1251,368,"11","Angrily disgusted","compound"
"1252",1252,369,"11","Angrily disgusted","compound"
"1253",1253,370,"11","Angrily disgusted","compound"
"1254",1254,373,"11","Angrily disgusted","compound"
"1255",1255,375,"11","Angrily disgusted","compound"
"1256",1256,377,"11","Angrily disgusted","compound"
"1257",1257,378,"11","Angrily disgusted","compound"
"1258",1258,379,"11","Angrily disgusted","compound"
"1259",1259,380,"11","Angrily disgusted","compound"
"1260",1260,382,"11","Angrily disgusted","compound"
"1261",1261,383,"11","Angrily disgusted","compound"
"1262",1262,384,"11","Angrily disgusted","compound"
"1263",1263,387,"11","Angrily disgusted","compound"
"1264",1264,389,"11","Angrily disgusted","compound"
"1265",1265,393,"11","Angrily disgusted","compound"
"1266",1266,109,"12","Appalled","compound"
"1267",1267,111,"12","Appalled","compound"
"1268",1268,113,"12","Appalled","compound"
"1269",1269,114,"12","Appalled","compound"
"1270",1270,118,"12","Appalled","compound"
"1271",1271,119,"12","Appalled","compound"
"1272",1272,126,"12","Appalled","compound"
"1273",1273,129,"12","Appalled","compound"
"1274",1274,130,"12","Appalled","compound"
"1275",1275,132,"12","Appalled","compound"
"1276",1276,133,"12","Appalled","compound"
"1277",1277,134,"12","Appalled","compound"
"1278",1278,135,"12","Appalled","compound"
"1279",1279,140,"12","Appalled","compound"
"1280",1280,141,"12","Appalled","compound"
"1281",1281,142,"12","Appalled","compound"
"1282",1282,144,"12","Appalled","compound"
"1283",1283,175,"12","Appalled","compound"
"1284",1284,177,"12","Appalled","compound"
"1285",1285,179,"12","Appalled","compound"
"1286",1286,181,"12","Appalled","compound"
"1287",1287,182,"12","Appalled","compound"
"1288",1288,184,"12","Appalled","compound"
"1289",1289,190,"12","Appalled","compound"
"1290",1290,191,"12","Appalled","compound"
"1291",1291,194,"12","Appalled","compound"
"1292",1292,195,"12","Appalled","compound"
"1293",1293,197,"12","Appalled","compound"
"1294",1294,199,"12","Appalled","compound"
"1295",1295,200,"12","Appalled","compound"
"1296",1296,201,"12","Appalled","compound"
"1297",1297,203,"12","Appalled","compound"
"1298",1298,204,"12","Appalled","compound"
"1299",1299,206,"12","Appalled","compound"
"1300",1300,209,"12","Appalled","compound"
"1301",1301,210,"12","Appalled","compound"
"1302",1302,211,"12","Appalled","compound"
"1303",1303,212,"12","Appalled","compound"
"1304",1304,215,"12","Appalled","compound"
"1305",1305,218,"12","Appalled","compound"
"1306",1306,222,"12","Appalled","compound"
"1307",1307,223,"12","Appalled","compound"
"1308",1308,224,"12","Appalled","compound"
"1309",1309,228,"12","Appalled","compound"
"1310",1310,229,"12","Appalled","compound"
"1311",1311,230,"12","Appalled","compound"
"1312",1312,232,"12","Appalled","compound"
"1313",1313,233,"12","Appalled","compound"
"1314",1314,235,"12","Appalled","compound"
"1315",1315,236,"12","Appalled","compound"
"1316",1316,237,"12","Appalled","compound"
"1317",1317,238,"12","Appalled","compound"
"1318",1318,240,"12","Appalled","compound"
"1319",1319,241,"12","Appalled","compound"
"1320",1320,242,"12","Appalled","compound"
"1321",1321,243,"12","Appalled","compound"
"1322",1322,251,"12","Appalled","compound"
"1323",1323,253,"12","Appalled","compound"
"1324",1324,254,"12","Appalled","compound"
"1325",1325,256,"12","Appalled","compound"
"1326",1326,257,"12","Appalled","compound"
"1327",1327,260,"12","Appalled","compound"
"1328",1328,262,"12","Appalled","compound"
"1329",1329,264,"12","Appalled","compound"
"1330",1330,267,"12","Appalled","compound"
"1331",1331,268,"12","Appalled","compound"
"1332",1332,272,"12","Appalled","compound"
"1333",1333,273,"12","Appalled","compound"
"1334",1334,276,"12","Appalled","compound"
"1335",1335,280,"12","Appalled","compound"
"1336",1336,281,"12","Appalled","compound"
"1337",1337,284,"12","Appalled","compound"
"1338",1338,285,"12","Appalled","compound"
"1339",1339,286,"12","Appalled","compound"
"1340",1340,287,"12","Appalled","compound"
"1341",1341,289,"12","Appalled","compound"
"1342",1342,292,"12","Appalled","compound"
"1343",1343,295,"12","Appalled","compound"
"1344",1344,299,"12","Appalled","compound"
"1345",1345,301,"12","Appalled","compound"
"1346",1346,302,"12","Appalled","compound"
"1347",1347,312,"12","Appalled","compound"
"1348",1348,313,"12","Appalled","compound"
"1349",1349,315,"12","Appalled","compound"
"1350",1350,316,"12","Appalled","compound"
"1351",1351,318,"12","Appalled","compound"
"1352",1352,323,"12","Appalled","compound"
"1353",1353,326,"12","Appalled","compound"
"1354",1354,327,"12","Appalled","compound"
"1355",1355,328,"12","Appalled","compound"
"1356",1356,332,"12","Appalled","compound"
"1357",1357,334,"12","Appalled","compound"
"1358",1358,339,"12","Appalled","compound"
"1359",1359,346,"12","Appalled","compound"
"1360",1360,347,"12","Appalled","compound"
"1361",1361,350,"12","Appalled","compound"
"1362",1362,351,"12","Appalled","compound"
"1363",1363,356,"12","Appalled","compound"
"1364",1364,361,"12","Appalled","compound"
"1365",1365,363,"12","Appalled","compound"
"1366",1366,364,"12","Appalled","compound"
"1367",1367,366,"12","Appalled","compound"
"1368",1368,369,"12","Appalled","compound"
"1369",1369,370,"12","Appalled","compound"
"1370",1370,376,"12","Appalled","compound"
"1371",1371,377,"12","Appalled","compound"
"1372",1372,378,"12","Appalled","compound"
"1373",1373,380,"12","Appalled","compound"
"1374",1374,384,"12","Appalled","compound"
"1375",1375,386,"12","Appalled","compound"
"1376",1376,388,"12","Appalled","compound"
